,id,Actual,Nearest Neighbors,Support Vector Classifier (RBF),Logistic Regression,Ridge Regression,Random Forest,Decision Tree with Boosting,Decision Tree with Bagging,Multi Layer Perceptron,Gradient Boosting Classifier,LASSO,Linear Regression,Robust Regression
394,US5448322A,0,0,0,0,0,0,0,0,0,0,0,0,0
395,US9015987B2,0,1,0,0,0,0,0,0,0,0,0,0,1
396,US9958854B2,0,1,0,0,0,0,1,0,0,0,0,0,0
397,US9739674B2,0,0,0,0,0,0,0,0,0,0,0,0,0
398,US10060359B2,0,0,0,0,0,0,0,0,0,0,0,0,0
399,US9420561B2,0,0,0,1,1,0,0,0,0,0,1,1,1
400,US8821109B2,0,0,0,0,0,0,0,0,0,0,0,0,0
401,US9833710B2,0,1,0,0,0,0,0,0,0,0,0,0,0
402,US9391422B2,0,0,0,0,0,0,0,0,0,0,0,0,0
403,US6554094B1,0,0,0,0,0,0,0,0,0,0,0,0,0
404,US8306141B2,0,1,0,0,0,0,0,0,0,0,0,1,0
405,US8984708B2,0,0,0,0,0,0,0,0,0,0,0,0,0
406,US9381641B2,0,0,0,0,0,0,0,0,0,0,0,0,0
407,US9542364B2,0,1,0,0,0,0,0,0,0,0,0,0,0
408,US4981404A,0,0,0,0,0,0,0,0,0,0,0,0,0
409,US9008130B2,0,0,0,0,0,0,0,0,0,0,0,0,0
410,US10037767B1,1,1,1,1,1,1,1,1,1,1,1,1,1
411,US9087236B2,1,1,1,1,1,1,1,1,1,1,1,1,1
412,US7506982B2,0,0,0,0,0,0,0,0,0,0,0,0,0
413,US9818343B2,0,0,0,0,0,0,0,0,0,0,0,0,0
414,US9176761B2,0,0,0,0,0,0,1,0,0,0,0,0,0
415,US5083149A,0,0,0,0,0,0,0,0,0,0,0,0,0
416,US9167554B1,1,0,1,1,0,0,0,0,0,1,0,0,0
417,US9916577B1,0,0,0,0,0,0,1,0,0,1,0,0,0
418,US7755630B2,0,1,0,0,0,0,0,0,0,0,0,0,0
419,US6038694A,0,1,0,0,0,0,0,0,0,0,0,0,0
420,US8973590B2,0,0,0,0,0,0,0,0,1,0,0,0,0
421,US9846925B2,0,1,1,1,1,0,1,0,0,1,1,1,1
422,US6101336A,0,0,0,0,0,0,0,0,0,0,0,0,0
423,US7860644B2,0,0,0,0,0,0,0,0,0,0,0,0,0
424,US9342066B2,0,0,0,1,1,0,0,0,0,0,1,1,1
425,US8107016B2,0,1,0,0,0,0,0,0,0,0,0,0,0
426,US8260213B2,0,0,0,0,0,0,0,0,0,0,0,0,0
427,US10010988B2,0,0,0,0,0,0,0,0,0,0,0,0,0
428,US8417938B1,0,0,0,0,0,0,0,0,0,0,0,0,0
429,US9789525B2,0,0,0,0,0,0,0,0,0,0,0,0,0
430,US9146195B2,0,0,0,0,0,0,0,0,0,0,0,0,0
431,US9077909B2,0,0,0,0,0,0,0,0,0,0,0,0,0
432,US6061370A,0,0,0,0,0,0,0,0,0,0,0,0,0
433,US9112268B2,0,0,0,0,0,0,0,0,0,0,0,0,0
434,US9703876B2,0,1,1,1,1,1,1,1,1,1,1,1,1
435,US8682082B2,1,1,1,1,1,0,1,0,0,0,1,1,1
436,US5827685A,0,0,0,0,0,0,0,0,0,0,0,0,0
437,US9430287B2,0,1,1,0,1,0,1,0,0,1,1,1,1
438,US9357165B2,1,1,1,1,1,1,1,1,1,1,1,1,1
439,US10142203B2,0,0,0,0,0,0,0,0,0,0,0,0,0
440,US9982525B2,0,1,0,0,0,0,0,1,0,1,0,0,0
441,US10007235B2,0,0,0,0,0,0,1,0,0,0,0,0,0
442,US8625711B2,0,1,0,0,0,0,0,0,1,0,0,0,0
443,US7350034B2,0,0,0,0,0,0,0,0,0,0,0,0,0
444,US4688666A,0,0,0,0,0,0,0,0,0,0,0,0,0
445,US9704337B2,0,1,0,1,1,0,0,0,0,0,1,1,1
446,US9545078B1,0,0,0,0,0,0,0,0,0,0,0,0,0
447,US10012759B2,0,0,0,0,0,0,0,0,0,0,0,0,1
448,US9615104B2,1,1,1,1,1,0,1,0,1,1,1,1,1
449,US6097078A,0,0,0,0,0,0,0,0,0,0,0,0,0
450,US10096898B2,0,0,0,0,0,0,0,0,0,0,0,0,0
451,US9243597B2,0,0,0,0,0,0,0,0,0,0,0,0,0
452,US7415136B2,1,1,1,1,1,1,1,0,1,1,1,1,1
453,US9233700B1,0,0,0,0,0,0,0,0,0,0,0,0,0
454,US9044210B1,0,0,0,0,0,0,0,0,0,0,0,0,0
455,US6618595B1,0,0,0,0,0,0,0,0,0,0,0,0,0
456,US8843484B2,1,1,1,1,1,1,1,0,1,1,1,1,1
457,US7516386B2,0,0,0,0,0,0,1,0,0,0,0,0,0
458,US9330010B1,0,1,0,0,0,0,0,0,0,0,0,0,0
459,US9339344B2,0,0,0,0,0,0,0,0,0,0,0,0,0
460,US10035266B1,0,1,1,1,1,0,1,1,1,1,1,1,1
461,US9824667B2,1,1,0,0,0,0,0,0,0,0,0,0,0
462,US5769844A,0,0,0,0,0,0,0,0,0,0,0,0,0
463,US5805780A,0,0,0,0,0,0,1,0,0,0,0,0,0
464,US9934054B2,1,1,0,0,0,1,0,1,1,0,0,0,0
465,US5819120A,0,0,0,0,0,0,0,0,0,0,0,0,0
466,US8942070B1,0,1,1,1,1,0,1,0,0,0,1,0,1
467,US8930949B2,1,0,0,0,1,1,1,1,1,0,1,1,1
468,US8738285B2,1,1,1,1,1,1,1,1,1,1,1,1,1
469,US9536126B2,1,1,1,1,1,1,1,0,1,1,1,1,1
470,US7103063B2,0,0,0,0,0,0,0,0,0,1,0,0,0
471,US8233736B2,0,1,1,0,0,1,1,0,0,0,0,0,1
472,US7683959B2,0,0,1,1,1,0,0,1,0,0,1,1,1
473,US9232140B2,1,1,1,1,1,1,1,1,1,1,1,1,1
474,US5359642A,0,0,0,0,0,0,0,0,0,0,0,0,0
475,US10109185B1,1,1,1,1,1,1,1,1,1,1,1,1,1
476,US7613135B2,0,0,0,0,0,0,0,0,0,0,0,0,0
477,US7878653B2,0,0,0,0,0,0,0,0,0,0,0,0,0
478,US10102744B2,1,1,1,1,1,1,1,1,1,1,1,1,1
479,US9205461B2,0,1,1,1,1,0,1,1,1,1,1,1,1
480,US9046596B1,0,0,0,0,0,0,0,0,0,0,0,0,0
481,US6404985B1,0,0,0,0,0,0,0,0,0,0,0,0,0
482,US9268533B2,0,1,1,0,0,0,0,0,0,0,0,0,0
483,US9996764B2,1,1,1,1,1,1,1,1,1,1,1,1,1
484,US5742590A,0,0,0,0,0,0,0,0,0,0,0,0,0
485,US9776334B2,0,0,0,0,0,0,0,0,0,0,0,0,0
486,US9315765B2,0,1,1,1,0,0,0,0,1,0,0,0,0
487,US9582885B2,1,1,1,1,1,1,1,0,1,1,1,1,1
488,US9567100B2,1,1,1,1,1,0,1,0,1,1,1,1,1
489,US9829602B2,0,1,1,1,1,0,0,0,0,0,1,1,1
490,US5684475A,1,1,1,1,1,1,1,0,0,1,1,1,1
491,US9213612B2,0,0,0,0,0,0,0,0,0,0,0,0,0
492,US9868006B1,0,0,0,0,0,0,0,0,0,0,0,0,0
493,US6305803A,0,0,0,0,0,0,0,0,0,0,0,1,0
494,US7830358B2,0,0,1,1,1,0,0,0,0,0,1,1,1
495,US10065639B2,0,0,0,0,0,0,0,0,0,0,0,0,0
496,US6553269B1,1,1,1,1,1,1,1,1,1,1,1,1,1
497,US9559954B2,0,1,1,1,0,0,0,0,0,0,0,0,0
498,US9317775B2,1,1,1,1,1,1,1,1,1,1,1,1,1
499,US10051870B2,0,0,0,0,0,0,0,0,0,0,0,0,0
500,US9276542B2,0,0,1,1,0,0,0,0,0,0,1,1,1
501,US10047424B2,0,0,0,0,0,0,0,0,0,0,0,0,0
502,US7940719B2,0,1,1,1,1,0,1,0,1,1,1,0,1
503,US9828895B2,0,0,0,0,0,0,0,0,0,0,0,0,0
504,US9402167B2,0,0,0,0,0,0,0,0,0,0,0,0,0
505,US6507703B1,0,0,0,0,0,0,0,0,0,0,0,0,0
506,US6954546B2,0,1,0,0,0,0,0,0,0,0,0,0,0
507,US9842382B2,1,1,1,1,1,1,1,0,0,0,1,1,1
508,US4899278A,0,0,0,0,0,0,0,0,0,0,0,0,0
509,US9357278B2,0,0,0,0,0,0,1,1,0,1,0,0,0
510,US9332175B2,0,0,0,0,0,0,0,0,0,0,0,0,0
511,US9699368B2,1,1,1,1,1,1,0,1,1,1,1,1,1
512,US9012834B2,0,1,0,0,0,0,1,0,0,0,0,0,0
513,US9898687B2,1,1,1,1,1,1,1,0,1,1,1,1,1
514,US9514002B2,0,0,0,0,0,0,0,0,0,0,0,0,0
515,US8599202B1,0,1,1,1,1,0,0,0,0,1,1,1,1
516,US10129596B2,0,1,0,0,1,0,0,0,0,0,1,1,1
517,US8986570B2,0,0,0,0,0,0,0,0,0,0,0,0,0
518,US8965664B2,1,0,0,0,0,0,1,0,0,0,0,0,1
519,US9025853B2,0,1,1,1,1,1,1,1,1,1,1,1,1
520,US9642586B2,1,1,1,1,1,0,1,1,1,1,1,1,1
521,US9514376B2,1,1,1,1,1,1,1,1,1,1,1,1,1
522,US9064462B2,0,1,0,0,0,0,1,0,0,0,0,0,0
523,US9869145B2,0,0,0,0,0,0,0,0,0,0,0,0,0
524,US10073838B2,1,1,1,1,1,1,1,1,1,1,1,1,1
525,US9378014B2,0,0,0,0,0,0,1,0,0,0,0,0,0
526,US9500078B2,0,0,0,0,0,0,0,0,0,0,0,0,0
527,US9257042B2,1,1,1,1,1,1,1,1,1,1,1,1,1
528,US5095501A,0,0,0,0,0,0,0,0,0,0,0,0,0
529,US10135757B2,1,1,1,1,1,1,1,1,1,1,1,1,1
530,US9842301B2,1,1,1,1,1,1,1,1,1,1,1,1,1
531,US5699340A,0,0,0,0,0,0,0,0,0,0,0,0,0
532,US10012962B2,0,1,1,1,1,1,1,1,1,1,1,1,1
533,US9408452B1,0,0,0,0,0,0,0,0,0,0,0,0,0
534,US9549122B2,0,0,1,1,0,0,1,0,0,0,0,0,0
535,US8636650B2,0,0,0,0,0,0,0,0,0,0,0,0,0
536,US9532719B2,0,1,1,1,1,0,1,0,0,1,1,1,1
537,US9342763B2,1,1,0,0,0,0,1,0,0,0,0,0,0
538,US7970529B2,1,1,1,1,1,1,1,1,1,1,1,1,1
539,US9357526B2,0,0,0,0,0,0,0,0,0,0,0,0,0
540,US9395457B2,1,1,1,0,0,1,1,0,0,1,0,0,1
541,US9762313B2,0,0,0,0,0,0,0,0,0,0,0,0,0
542,US7078753B2,0,0,0,0,0,0,0,0,0,0,0,0,0
543,US10140549B2,1,1,1,1,1,1,1,1,1,1,1,1,1
544,US9291084B2,0,0,0,0,0,0,0,0,0,0,0,0,0
545,US9160913B2,1,1,1,1,1,1,1,1,1,1,1,1,1
546,US9699768B2,0,0,0,0,0,0,0,0,0,0,0,0,0
547,US10067500B2,1,1,1,1,1,1,1,1,1,1,1,1,1
548,US9296105B2,0,0,0,0,0,0,0,0,0,0,0,0,0
549,US9940935B2,1,1,1,1,1,1,1,0,1,1,1,1,1
550,US9858484B2,1,1,1,1,1,1,1,0,1,1,1,1,1
551,US5912634A,1,1,1,1,1,1,1,1,1,1,1,1,1
552,US10051179B2,0,0,0,0,0,0,0,0,0,0,0,0,0
553,US4695156A,0,1,1,0,0,1,1,1,0,1,0,0,1
554,US8476554B2,0,0,0,0,0,0,1,0,0,0,0,0,0
555,US9600720B1,1,1,1,1,1,1,1,1,1,1,1,1,1
556,US6529851B1,0,0,0,0,0,0,0,0,0,0,0,0,0
557,US9014968B2,1,1,1,1,1,0,1,0,1,1,1,1,1
558,US6812832B2,0,0,0,0,0,0,1,0,0,0,0,0,0
559,US9885638B2,0,0,0,0,0,0,0,0,0,0,0,0,0
560,US9851986B2,0,1,0,0,0,0,0,0,0,0,0,0,0
561,US8633017B2,0,1,0,0,0,0,0,0,0,0,0,0,0
562,US9467575B2,0,1,0,1,1,0,0,0,0,0,1,1,1
563,US8590956B2,0,0,0,0,0,0,0,0,0,0,0,0,0
564,US9584494B2,0,0,0,0,0,0,0,0,0,0,0,0,0
565,US9092445B2,1,1,1,1,1,1,1,1,1,1,1,1,1
566,US9225679B2,0,0,1,1,1,0,0,1,0,0,1,1,1
567,US9462194B2,0,0,1,1,1,0,0,0,0,0,0,0,1
568,US9917858B2,0,1,1,1,1,0,1,0,0,1,1,1,1
569,US9591225B2,0,0,0,0,0,0,0,1,0,0,0,0,0
570,US9054905B2,0,0,0,0,0,0,1,0,0,0,0,0,0
571,US7698356B2,0,1,1,1,1,0,1,0,0,1,1,1,1
572,US9600376B1,0,0,0,0,0,0,0,0,0,0,0,0,0
573,US8434965B2,0,1,0,0,0,0,0,1,0,0,0,0,0
574,US9465671B1,0,1,1,1,1,1,0,1,1,1,1,1,1
575,US4501344A,0,1,1,1,1,0,0,0,0,1,1,1,1
576,US8930024B2,0,0,0,0,0,0,0,0,0,0,0,0,0
577,US9714903B2,0,0,1,1,1,0,0,0,0,0,1,0,1
578,US9014888B2,1,1,1,1,1,1,1,1,1,1,1,1,1
579,US9244139B2,0,1,0,0,0,0,0,0,0,0,0,0,0
580,US9633002B1,1,1,1,1,1,1,1,1,1,1,1,1,1
581,US8385531B2,0,0,0,0,0,0,0,0,0,0,0,0,0
582,US6124139A,0,0,0,0,0,0,0,0,0,0,0,0,0
583,US5179697A,0,0,0,0,0,0,0,0,0,0,0,0,0
584,US9390823B2,0,0,0,0,0,0,0,0,0,0,1,1,1
585,US9529083B2,0,0,0,0,0,0,0,0,0,0,0,0,0
586,US9111148B2,1,1,1,1,1,1,1,1,1,1,1,1,1
587,US9979872B2,0,0,0,0,0,0,0,0,0,0,0,0,0
588,US8729449B2,0,1,0,1,1,0,0,0,0,0,1,1,1
589,US9659249B1,1,0,0,0,0,0,0,0,0,0,0,0,0
590,US9736445B2,1,1,1,1,1,1,1,1,1,1,1,1,1
591,US7280150B2,0,0,0,0,0,0,0,0,0,0,0,0,0
592,US8988932B2,0,0,0,0,0,0,1,0,0,0,0,0,0
593,US6710321B2,1,0,1,1,1,0,1,0,1,1,1,1,1
594,US9990199B2,0,1,0,0,0,0,0,0,0,0,0,0,0
595,US8175807B2,0,0,0,0,0,0,0,0,0,0,0,0,1
596,US7418099B2,0,1,1,0,0,0,0,0,0,0,0,0,1
597,US8988808B1,0,0,0,0,0,0,1,0,0,0,0,0,0
598,US9122595B2,0,0,0,0,0,0,1,0,0,1,0,0,0
599,US9494438B1,1,1,1,1,1,1,0,1,1,1,1,1,1
600,US9819870B2,0,0,0,0,0,0,0,0,0,0,0,0,0
601,US8687121B2,0,1,1,1,0,1,0,0,1,1,0,0,0
602,US8948911B2,0,0,0,0,0,0,0,0,0,0,0,0,0
603,US9286524B1,1,1,1,1,1,1,1,1,1,1,1,1,1
604,US9976989B2,1,1,1,1,1,0,0,0,1,1,1,1,1
605,US9749620B2,1,1,1,1,1,1,1,1,0,1,1,1,1
606,US9349073B2,1,1,1,1,1,1,1,1,1,1,1,1,1
607,US9917665B1,0,0,1,1,1,0,1,0,0,0,1,1,1
608,US8941090B2,0,0,0,0,0,0,0,0,0,0,0,0,0
609,US8209114B2,1,1,1,1,1,1,1,1,0,1,1,1,1
610,US5568194A,0,1,1,0,0,0,1,0,0,1,0,0,0
611,US9446519B2,0,0,0,0,0,0,0,0,0,0,0,0,0
612,US9116597B1,0,1,1,1,0,0,1,0,0,0,0,0,1
613,US9915436B1,0,0,0,0,0,0,0,0,0,0,0,0,0
614,US9582918B2,1,1,1,0,0,0,0,0,0,1,0,0,1
615,US9464643B2,0,0,0,0,0,0,0,0,0,0,0,0,0
616,US7924091B2,0,0,0,0,0,0,0,0,0,0,0,0,0
617,US9329092B2,0,0,0,0,0,0,0,0,0,0,0,0,0
618,US8880345B2,1,1,1,1,1,1,1,1,1,1,1,1,1
619,US9529441B2,0,0,0,0,0,0,0,0,0,0,0,0,0
620,US7495996B2,0,1,1,1,1,1,1,1,1,1,1,1,1
621,US9833905B2,0,0,0,0,0,0,0,0,0,0,0,0,0
622,US9686305B2,1,1,1,1,1,1,1,1,1,1,1,1,1
623,US9275232B2,0,0,1,1,0,0,1,0,0,0,0,0,0
624,US9959374B2,1,1,1,1,1,1,1,1,1,1,1,1,1
625,US6141627A,0,0,0,0,0,0,0,0,0,0,0,0,0
626,US7299032B2,0,0,0,0,0,0,0,0,0,0,0,0,0
627,US10041883B2,0,0,0,0,0,0,0,0,0,0,0,0,0
628,US9124923B2,0,1,1,1,1,1,1,1,1,1,1,1,1
629,US9364951B1,0,1,1,1,1,1,1,1,0,1,1,1,1
630,US9754221B1,1,1,1,1,1,1,1,0,1,1,1,1,1
631,US9756188B2,0,0,0,0,0,0,0,0,0,0,0,0,0
632,US9129188B2,1,1,1,1,1,1,1,1,1,1,1,1,1
633,US9449252B1,0,0,1,1,1,0,0,0,1,0,1,1,1
634,US9568923B1,1,1,1,1,1,0,0,0,0,0,0,0,1
635,US9575833B2,0,1,0,0,0,0,0,0,0,0,0,0,0
636,US8087989B2,0,1,0,1,1,0,0,0,0,0,1,0,1
637,US9086796B2,0,1,0,0,0,0,0,0,0,0,0,0,0
638,US4864867A,0,1,0,0,0,0,0,0,0,0,0,0,0
639,US9514211B2,0,1,1,1,1,0,1,0,0,0,1,1,1
640,US9977982B2,1,1,1,1,1,1,1,1,1,1,1,1,1
641,US10031901B2,1,1,1,1,1,1,1,1,1,1,1,1,1
642,US10089154B2,0,0,1,1,1,0,1,0,0,1,1,1,1
643,US9672618B1,1,1,1,1,1,1,1,1,1,1,1,1,1
644,US9516346B2,1,1,1,1,1,1,1,1,1,1,1,1,1
645,US5589337A,0,0,0,0,0,0,0,0,0,0,0,0,0
646,US9532757B2,0,0,0,0,0,0,0,0,1,0,0,0,0
647,US8489322B2,1,1,1,1,1,1,1,1,1,1,1,1,1
648,US8619119B2,0,1,0,0,0,0,0,0,0,0,0,0,0
649,US9439605B2,0,0,0,0,0,0,0,0,0,0,0,0,0
650,US8965325B2,0,0,0,0,0,0,0,0,0,0,0,0,0
651,US10115238B2,1,0,1,1,1,0,1,0,0,1,1,1,1
652,US6206233A,0,0,0,0,0,0,0,0,0,0,0,0,0
653,US7822328B2,0,0,0,0,0,0,1,0,0,0,0,0,0
654,US9871964B2,0,0,0,0,0,0,0,0,0,0,0,0,0
655,US9311123B2,0,0,1,1,1,0,1,0,1,1,1,1,1
656,US8994694B2,0,0,0,0,0,0,1,0,0,0,0,0,0
657,US8817902B2,0,0,0,0,0,0,1,0,0,0,0,0,0
658,US10051233B2,0,0,0,0,0,0,1,0,0,0,0,0,1
659,US9731732B2,1,1,1,1,1,0,1,0,1,1,1,1,1
660,US10067804B2,1,1,1,1,1,1,1,1,1,1,1,1,1
661,US9760760B2,1,1,1,1,1,1,1,1,1,1,1,1,1
662,US9481516B1,0,0,0,0,0,0,1,0,0,0,0,0,0
663,US9171145B2,0,0,0,0,0,0,0,0,0,0,0,0,0
664,US9774678B2,0,0,0,0,0,0,0,0,0,0,0,0,0
665,US9167385B2,0,0,0,0,0,1,0,0,0,0,0,0,0
666,US7340290B2,0,1,1,1,1,1,0,1,0,1,1,1,1
667,US8289811B2,1,1,0,0,0,0,0,0,0,0,0,0,0
668,US10109264B2,1,1,1,1,1,1,1,1,1,1,1,1,1
669,US8994552B2,0,0,0,0,0,0,0,0,0,0,0,0,0
670,US9100633B2,0,1,1,0,1,0,0,0,0,0,1,1,1
671,US9635050B2,1,1,1,1,1,1,1,1,1,1,1,1,1
672,US9875516B2,0,1,1,1,0,0,0,0,0,0,0,0,1
673,US7979072B2,0,0,0,0,0,0,0,0,0,0,0,0,0
674,US9619535B1,1,1,1,1,1,1,1,1,1,1,1,1,1
675,US8611596B2,0,0,0,0,0,0,1,0,0,0,1,1,1
676,US9468364B2,1,1,1,1,1,0,0,0,0,1,1,1,1
677,US10095976B1,1,1,1,1,1,1,1,0,1,1,1,1,1
678,US8369609B2,1,1,1,1,1,1,1,1,1,1,1,1,1
679,US9342657B2,1,1,1,1,1,1,1,0,1,1,1,1,1
680,US9307172B2,0,1,1,0,0,0,1,0,0,0,0,0,1
681,US10005465B2,0,0,0,0,0,0,0,0,0,0,0,0,0
682,US9171125B2,0,1,0,0,0,0,1,0,0,1,0,0,0
683,US9544575B2,1,1,1,1,1,1,1,1,1,1,1,1,1
684,US8639030B2,1,1,1,1,1,1,1,1,1,1,1,1,1
685,US8970732B2,1,1,1,1,1,0,1,1,1,1,1,1,1
686,US9111143B2,1,1,1,1,1,1,1,1,1,1,1,1,1
687,US9081608B2,0,1,0,0,0,0,0,0,0,0,0,0,0
688,US10067951B2,0,1,1,1,0,1,1,0,0,1,0,0,0
689,US9990178B2,0,1,1,1,1,0,0,0,0,0,1,1,1
690,US7148916B2,0,0,0,0,0,0,0,0,0,0,0,0,0
691,US9615878B2,1,1,1,1,1,1,1,1,1,1,1,1,1
692,US9232150B2,0,1,1,1,1,1,1,0,0,1,1,1,1
693,US9430842B1,1,1,1,1,1,1,1,1,1,1,1,1,1
694,US9418400B2,1,1,1,1,1,1,0,0,0,1,1,1,1
695,US10127498B2,1,1,1,1,1,1,1,1,1,1,1,1,1
696,US8953744B2,0,0,0,0,0,0,0,0,0,0,0,1,0
697,US9811074B1,1,1,1,1,1,1,1,1,1,1,1,1,1
698,US9736334B2,1,1,1,1,1,1,1,1,0,1,1,1,1
699,US9424574B2,0,0,0,0,0,0,0,0,0,0,0,0,0
700,US8963759B2,0,1,0,0,0,0,0,0,0,0,0,0,0
701,US9323249B2,1,1,1,1,1,1,1,1,1,1,1,1,1
702,US10001432B2,1,1,1,1,1,1,1,1,1,1,1,1,1
703,US9681252B2,0,0,0,0,0,0,0,0,0,0,0,0,0
704,US9201423B2,0,1,1,1,0,0,1,1,0,1,0,0,0
705,US8606669B2,1,1,1,1,1,1,1,1,1,1,1,1,1
706,US9046816B2,0,1,0,0,0,0,0,0,0,0,0,0,0
707,US9299132B2,0,1,1,1,1,1,1,0,0,1,1,0,1
708,US9367189B2,0,0,0,0,0,0,0,0,0,0,0,0,0
709,US6097430A,1,0,1,1,1,0,0,1,0,0,1,1,1
710,US6791717B1,1,1,1,1,1,0,1,0,1,1,1,1,1
711,US9430766B1,1,1,1,1,1,0,1,1,1,0,1,1,1
712,US9541499B2,1,0,0,0,0,0,1,0,0,1,0,0,0
713,US8587518B2,0,1,1,1,1,1,1,0,0,1,1,1,1
714,US9014849B2,0,0,0,0,0,0,0,0,0,0,0,0,0
715,US9922272B2,1,1,1,1,1,1,1,1,1,1,1,1,1
716,US9052896B2,1,1,1,1,1,0,0,0,1,0,1,1,1
717,US9092865B2,1,1,1,1,1,1,1,1,1,1,1,1,1
718,US9436894B2,1,1,1,1,1,1,1,1,1,1,1,1,1
719,US8670030B2,0,1,0,0,0,0,0,0,0,0,0,0,0
720,US6323452A,0,1,0,0,0,0,0,0,0,0,0,0,0
721,US9273517B2,0,1,0,0,1,0,0,0,1,0,1,1,1
722,US9811736B2,1,1,1,0,1,0,0,1,1,0,1,1,1
723,US9742988B2,1,1,1,1,1,1,1,1,1,1,1,1,1
724,US9032636B2,0,0,0,0,0,0,0,0,0,0,0,0,0
725,US10080907B1,0,0,1,1,0,0,0,0,0,0,0,0,0
726,US9117172B2,1,1,1,1,1,1,1,0,1,1,1,1,1
727,US8224479B2,1,1,1,1,1,1,1,1,1,1,1,1,1
728,US6987531B2,0,1,1,1,0,0,0,0,0,1,0,0,0
729,US9302398B2,1,1,1,1,1,0,1,0,0,1,1,1,1
730,US9687130B2,0,1,0,1,1,0,0,0,1,0,1,1,1
731,US9342910B2,1,1,1,1,1,1,1,1,1,1,1,1,1
732,US9544340B2,0,0,0,0,0,0,0,0,0,0,0,0,0
733,US9661323B2,0,1,1,1,1,1,1,1,0,1,1,0,1
734,US9709922B2,1,1,1,1,1,1,1,1,1,1,1,1,1
735,US10107655B2,0,1,1,1,0,0,0,0,0,1,0,0,1
736,US9033503B2,0,0,0,0,0,0,0,0,0,0,0,0,0
737,US6074063A,0,0,0,0,0,0,0,0,0,0,0,0,0
738,US9604646B2,0,1,0,1,1,0,0,0,0,0,1,0,1
739,US9443203B2,1,1,0,0,0,0,1,0,0,0,0,0,0
740,US9145657B2,0,0,0,0,0,0,0,0,0,0,0,0,0
741,US8253737B1,0,1,1,1,1,1,1,1,1,1,1,1,1
742,US8347294B2,0,0,1,1,0,0,1,1,0,1,0,0,0
743,US9508016B2,1,0,1,1,1,0,1,0,1,1,1,1,1
744,US9278449B1,1,1,1,1,1,1,0,0,1,1,1,1,1
745,US9476803B2,1,1,1,1,0,1,1,0,1,1,0,0,1
746,US9325973B1,1,1,1,1,1,1,1,1,1,1,1,1,1
747,US9800600B2,1,1,1,1,1,1,1,1,1,1,1,1,1
748,US10134165B2,1,1,1,1,1,1,1,1,1,1,1,1,1
749,US8687107B2,1,0,1,1,1,0,0,1,0,0,1,1,1
750,US9754349B2,0,1,1,1,1,0,0,0,0,0,1,1,1
751,US9471852B1,1,1,1,1,1,1,1,1,1,1,1,1,1
752,US7391461B2,0,1,1,1,1,1,0,1,0,1,1,1,1
753,US9390677B2,0,1,1,1,1,1,1,1,1,1,1,1,1
754,US9607222B2,1,1,1,1,1,1,1,1,1,1,1,1,1
755,US9088707B2,1,1,1,1,1,1,1,1,1,1,1,1,1
756,US8730305B2,1,0,1,1,1,1,1,0,1,1,1,1,1
757,US5771485A,1,1,1,1,1,1,1,1,1,1,1,1,1
758,US9633285B2,1,1,1,1,1,1,1,1,1,1,1,1,1
759,US10142391B1,1,1,1,1,1,1,1,0,1,1,1,1,1
760,US9156164B2,0,0,0,0,0,0,0,0,0,0,0,0,0
761,US10079041B2,1,1,1,1,1,1,1,1,1,1,1,1,1
762,US7929453B2,0,0,1,0,0,0,1,0,0,1,0,0,0
763,US9727775B2,1,1,1,1,1,1,1,0,1,1,1,1,1
764,US10073030B2,1,1,1,1,1,1,1,1,1,1,1,1,1
765,US9759918B2,1,1,1,1,1,1,1,1,1,1,1,1,1
766,US8792710B2,0,1,1,1,1,1,1,1,1,1,1,1,1
767,US9162359B2,0,0,0,0,1,0,1,0,0,0,1,1,1
768,US9066020B2,1,0,1,1,1,0,0,1,1,1,1,1,1
769,US9557989B2,1,1,1,1,1,1,1,1,1,1,1,1,1
770,US9811902B2,0,1,1,0,1,1,1,1,0,1,1,1,1
771,US10033835B2,0,0,0,0,0,0,0,0,0,0,0,0,0
772,US9157726B2,1,0,0,0,0,0,0,0,0,0,0,0,0
773,US9292599B2,1,1,1,1,1,1,1,1,1,1,1,1,1
774,US8073564B2,0,1,1,1,1,0,1,1,1,1,1,1,1
775,US9762471B2,1,1,1,1,1,1,1,1,1,1,1,1,1
776,US9936879B2,1,1,1,1,1,1,1,0,1,1,1,1,1
777,US10028514B2,0,0,0,0,0,0,1,0,0,0,0,0,0
778,US9892376B2,1,1,1,1,1,1,1,1,1,1,1,1,1
779,US9619948B2,0,1,1,1,1,0,1,1,1,1,1,1,1
780,US9438880B2,1,1,1,1,1,0,1,0,1,0,1,1,1
781,US9153015B2,1,1,1,1,1,0,1,0,0,1,1,1,1
782,US8392349B2,1,1,1,1,1,1,1,1,1,1,1,1,1
783,US9813566B2,1,1,1,1,1,1,1,1,1,1,1,1,1
784,US6747704B1,1,1,1,1,1,1,1,1,1,1,1,1,1
785,US10040630B2,0,0,0,0,0,0,0,0,0,0,0,0,0
786,US10036677B2,1,1,1,1,1,1,1,1,0,1,1,1,1
787,US9785818B2,1,1,1,1,1,0,0,0,0,0,1,1,1
788,US9481518B2,0,0,0,0,0,0,0,0,0,0,0,0,0
789,US9256639B2,0,1,1,1,1,0,0,0,0,0,1,1,1
790,US9722820B1,1,0,0,0,0,0,0,0,0,0,0,0,1
