,id,Actual,BERT,RoBERTa,XLNet,ELECTRA,Big-Bird,ALBERT,DistilBERT,SciBERT,PatentSBERTa,BioBERT
449,US9336397B2,1,1,1,1,1,1,1,1,0,1,1
450,US9628419B2,1,1,1,1,1,1,1,1,1,1,1
451,US8943460B2,0,0,0,0,0,0,0,0,0,0,0
452,US9971958B2,1,1,1,1,1,1,1,1,1,1,1
453,US9766627B2,0,0,0,0,0,0,0,0,0,0,0
454,US9808820B2,0,0,0,0,0,0,0,0,0,0,0
455,US9587313B2,0,0,0,0,0,0,0,0,0,0,0
456,US9047109B1,0,0,0,0,0,0,0,0,0,0,0
457,US9798720B2,1,1,1,1,1,1,1,1,1,1,1
458,US8246649B2,0,0,0,0,0,0,0,0,0,0,0
459,US9360328B2,1,1,1,1,1,1,1,1,1,1,1
460,US6917692B1,1,1,1,1,1,1,1,1,1,1,1
461,US9475199B2,0,0,0,0,0,0,0,0,0,0,0
462,US8978421B2,0,0,0,0,0,0,0,0,0,0,0
463,US9648843B2,0,0,0,0,0,0,0,0,0,0,0
464,US10121349B2,1,1,1,1,0,1,0,1,1,0,1
465,US9407549B2,0,0,0,0,0,0,0,0,0,0,0
466,US9258487B2,0,0,0,0,0,0,0,0,0,0,0
467,US8626431B2,0,0,0,0,0,1,0,0,0,0,0
468,US8990132B2,1,1,1,1,1,1,1,1,1,1,1
469,US10044630B2,0,0,0,0,0,0,0,0,0,0,0
470,US9058517B1,1,1,1,1,1,1,1,1,1,1,1
471,US9604622B2,0,0,0,0,0,0,0,0,0,0,0
472,US6978274B1,0,1,1,1,1,1,0,1,1,1,1
473,US8926418B2,0,0,0,0,0,0,0,0,0,0,0
474,US5388046A,0,0,0,0,0,0,0,0,0,0,0
475,US7991723B1,1,1,1,1,1,1,1,1,1,1,1
476,US9480390B2,0,0,0,0,0,0,0,0,0,0,0
477,US6970543B2,0,0,0,0,0,0,0,0,0,0,0
478,US8953933B2,0,0,0,0,0,0,0,0,0,0,0
479,US8941717B2,0,0,0,0,0,0,0,0,0,0,0
480,US4587819A,0,0,0,0,0,0,0,0,0,0,0
481,US7486602B2,0,0,0,0,0,0,0,0,0,0,0
482,US9449283B1,1,1,1,1,1,1,1,1,1,1,1
483,US7340422B2,0,0,0,0,0,0,0,0,0,0,0
484,US9592605B2,0,0,0,0,0,0,0,0,0,0,0
485,US4967228A,0,0,0,0,0,0,0,0,0,0,0
486,US8996244B2,0,0,0,0,0,0,0,0,0,0,0
487,US8760180B1,0,0,0,0,0,0,0,0,0,0,0
488,US9830376B2,1,1,1,1,0,1,1,1,1,1,0
489,US9584566B2,0,0,0,0,0,0,0,0,0,0,0
490,US9289623B2,0,0,0,0,0,0,0,1,0,0,0
491,US9182787B2,0,0,0,0,0,0,0,0,0,0,0
492,US7477406B2,0,1,1,1,1,1,0,1,0,0,1
493,US9363289B2,0,1,1,1,0,0,1,1,0,0,1
494,US9536612B1,0,0,0,0,0,0,0,0,0,0,0
495,US9964398B2,0,0,0,0,0,0,0,0,0,0,0
496,US9414725B2,0,0,0,0,0,0,0,0,0,0,0
497,US9308593B2,0,0,0,0,0,0,0,0,0,0,0
498,US5184561A,0,0,0,0,0,0,0,0,0,0,0
499,US7706623B2,0,1,1,1,1,1,1,1,1,1,1
500,US6850629B2,1,1,1,1,1,1,1,1,1,1,1
501,US8705318B2,1,1,1,1,1,1,1,1,1,1,1
502,US8315667B2,0,0,0,0,0,0,0,0,0,0,0
503,US9214062B2,0,0,0,0,0,0,0,0,0,0,0
504,US9489706B2,1,1,1,1,1,1,1,1,0,1,1
505,US10089353B2,0,1,1,1,0,1,0,1,1,1,1
506,US8291025B2,0,0,0,0,0,0,0,0,0,0,0
507,US9344926B2,0,0,0,0,0,0,0,0,0,0,0
508,US6768813B1,1,1,1,1,1,1,1,1,1,1,1
509,US10076845B2,0,0,0,1,0,0,0,0,0,0,1
510,US8626288B2,0,0,0,0,0,0,1,0,0,0,0
511,US5678089A,0,0,0,0,0,0,0,0,0,0,0
512,US9922144B2,1,1,1,1,1,1,1,1,1,1,1
513,US9582509B2,0,0,1,1,0,0,1,1,0,1,0
514,US9559808B2,0,0,0,0,0,0,0,0,0,0,0
515,US9285767B2,0,0,0,0,0,0,0,0,0,0,0
516,US9003176B1,0,0,0,0,0,0,0,0,0,0,0
517,US9711131B2,0,0,0,0,0,0,0,0,0,0,0
518,US9674048B2,0,0,0,0,0,0,0,0,0,0,0
519,US9104845B2,1,1,1,1,1,1,1,1,1,1,1
520,US9374519B2,1,1,1,1,1,1,1,1,1,1,1
521,US10105617B2,1,1,1,1,1,1,1,1,1,1,1
522,US4771521A,0,0,0,0,0,0,0,0,0,0,0
523,US9301518B1,0,0,0,0,0,0,0,0,0,0,0
524,US9890723B2,0,0,0,0,0,0,0,0,0,0,0
525,US9352463B2,0,0,0,0,0,0,0,0,0,0,0
526,US9638108B2,0,0,0,0,0,0,0,0,0,0,0
527,US10089580B2,1,1,1,1,1,1,1,1,1,1,1
528,US9941900B1,1,1,1,1,1,1,1,1,1,1,1
529,US7952607B2,1,1,1,1,1,1,1,1,1,1,1
530,US10097342B2,0,0,0,0,0,0,0,0,0,0,0
531,US8936626B1,0,0,0,0,0,0,0,0,0,0,0
532,US5224099A,0,0,0,0,0,0,0,0,0,0,0
533,US9625611B2,1,1,1,1,1,1,1,1,1,1,1
534,US9346167B2,1,1,1,1,1,1,1,1,1,1,1
535,US9571826B1,0,0,0,0,0,0,0,0,0,0,0
536,US9866443B1,0,0,0,0,0,0,0,0,0,1,0
537,US10019538B2,0,1,0,1,1,0,0,0,1,0,1
538,US8907954B2,0,0,1,0,0,0,0,0,0,0,0
539,US9014857B2,1,1,1,1,1,1,1,1,1,1,1
540,US9940729B1,1,1,1,1,1,1,1,1,1,1,1
541,US7791810B2,0,0,0,0,0,0,0,0,0,0,0
542,US9702820B2,0,0,0,0,0,0,0,0,0,0,0
543,US10019990B2,1,1,1,1,1,1,1,1,1,1,1
544,US9123582B2,0,0,0,0,0,0,0,0,0,0,0
545,US7756411B2,0,0,0,0,0,0,0,0,0,0,0
546,US9710755B2,1,1,1,1,1,1,1,1,1,1,1
547,US9607217B2,1,1,1,1,1,1,1,1,1,1,1
548,US8755037B2,0,0,0,0,0,0,0,0,0,0,0
549,US7343213B1,1,1,1,1,1,1,1,0,1,1,1
550,US9159218B2,1,1,1,1,1,1,1,1,1,1,1
551,US8281321B2,0,0,0,0,0,0,0,0,0,0,0
552,US7384107B2,0,0,0,0,0,0,0,0,0,0,0
553,US4947198A,0,0,0,0,0,0,0,0,0,0,0
554,US7598752B2,0,0,0,0,0,0,0,0,0,0,0
555,US5042060A,0,0,0,0,0,0,0,0,0,0,0
556,US9088844B2,1,0,1,1,0,1,0,0,0,0,1
557,US6167124A,0,0,0,0,0,0,0,0,0,0,0
558,US7894979B2,1,0,0,0,0,0,0,1,0,0,0
559,US8533715B2,0,0,0,0,0,0,0,0,0,0,0
560,US5710951A,0,0,0,1,0,1,1,0,0,1,0
561,US7487074B2,1,1,1,1,1,1,1,1,1,1,1
562,US7460781B2,0,0,0,0,0,0,0,0,0,0,0
563,US9964661B2,0,0,0,0,0,0,0,0,0,0,0
564,US9654217B2,0,0,0,0,0,0,0,0,0,0,0
565,US6324346A,0,0,0,0,0,0,0,0,0,0,0
566,US9516235B2,0,0,0,0,0,0,0,0,0,0,0
567,US8548160B2,0,0,0,0,0,0,0,0,0,0,0
568,US9854544B2,0,0,0,0,0,0,0,0,0,0,0
569,US9853924B2,0,0,0,0,0,0,0,0,0,0,0
570,US6213237A,0,0,0,0,0,0,0,0,0,0,0
571,US10118004B2,0,0,0,0,0,0,0,0,0,0,0
572,US9385983B1,0,0,0,0,0,0,0,0,0,0,0
573,US9379420B2,0,0,0,0,0,0,0,0,0,0,0
574,US4785179A,0,0,0,0,0,0,0,0,0,0,0
575,US5889477A,1,1,1,1,1,1,1,1,1,1,1
576,US9652897B2,0,0,1,1,1,1,0,0,0,0,1
577,US6578760B1,0,0,0,0,0,0,0,0,0,0,0
578,US9976284B2,0,0,0,0,0,0,0,0,0,0,0
579,US9569266B2,1,1,0,1,1,1,1,1,1,1,1
580,US9098891B2,1,1,1,1,1,1,1,1,1,1,1
581,US6332115A,0,0,0,0,0,0,0,0,0,0,0
582,US9560832B2,0,0,0,0,0,0,0,0,0,0,0
583,US10124494B2,0,0,0,0,0,0,0,0,0,0,0
584,US10068170B2,1,1,1,1,1,1,1,1,1,1,1
585,US8997289B2,0,0,0,0,0,0,0,0,0,0,0
586,US10064001B1,1,1,1,1,1,1,1,1,1,1,1
587,US6434448B1,0,0,0,0,0,0,0,0,0,0,0
588,US9304003B1,0,1,1,1,1,1,1,1,1,1,1
589,US6915072B2,0,0,0,0,0,0,0,0,0,0,0
590,US7099440B2,0,0,0,0,0,0,0,0,0,0,0
591,US9244680B2,0,0,1,0,1,0,0,0,0,0,0
592,US6535122B1,1,1,1,1,1,1,1,1,1,1,1
593,US9702863B2,0,0,0,0,0,0,0,0,0,0,0
594,US10052759B2,0,0,0,0,0,1,0,0,0,1,0
595,US9874453B2,0,0,1,0,0,1,1,0,1,1,0
596,US9651417B2,0,0,0,0,0,0,0,0,0,0,0
597,US9003297B2,0,0,0,0,0,0,0,0,0,0,0
598,US7707227B2,0,1,1,1,0,1,1,1,0,1,0
599,US9050996B2,0,0,0,0,0,0,0,0,0,0,0
600,US9038915B2,0,0,0,0,0,0,0,0,0,0,0
601,US9575778B2,0,0,0,0,0,0,0,0,1,0,0
602,US9811080B2,1,1,1,1,0,1,1,1,1,1,1
603,US9989626B2,1,1,1,1,1,1,1,1,1,1,1
604,US7747350B2,1,1,1,1,1,1,1,1,1,1,1
605,US9720934B1,1,1,1,1,1,1,1,1,1,1,1
606,US5155757A,0,0,0,0,0,0,0,0,0,0,0
607,US9600725B2,1,1,1,1,1,1,1,1,1,1,1
608,US9900790B1,1,1,1,1,1,1,1,1,1,1,1
609,US9166925B2,0,0,0,0,0,0,0,0,0,0,0
610,US9489765B2,1,1,1,1,1,1,1,1,1,1,1
611,US9218565B2,1,1,1,1,1,1,1,1,1,1,1
612,US9656395B2,0,0,0,0,0,0,0,0,0,0,0
613,US9645841B2,0,0,0,0,0,0,0,0,0,0,0
614,US9373224B2,0,0,0,0,0,0,0,0,0,0,0
615,US9602277B2,0,0,0,0,0,0,0,0,0,0,0
616,US8441542B2,1,1,1,1,1,1,1,1,1,1,1
617,US9076408B2,0,0,0,1,0,0,0,0,1,0,1
618,US9325783B2,1,1,1,1,1,1,1,1,1,1,1
619,US8994850B2,0,0,0,0,0,0,0,0,0,0,0
620,US9420624B2,0,0,0,0,0,0,0,0,0,0,0
621,US8527094B2,1,0,0,0,1,0,1,0,0,0,0
622,US10127597B2,1,1,1,1,1,1,1,1,1,1,1
623,US9819687B2,0,0,0,0,0,0,0,0,0,0,0
624,US9798835B2,1,1,1,1,1,1,1,1,1,0,1
625,US9934587B2,1,1,1,1,1,1,1,1,1,1,1
626,US8159375B2,0,0,0,0,0,0,0,0,0,0,0
627,US9319189B2,0,0,0,0,0,0,0,0,0,0,0
628,US9045042B2,0,0,0,0,0,0,0,0,0,0,0
629,US10093367B2,0,0,0,0,0,0,0,0,0,0,0
630,US8990708B2,0,0,0,0,0,0,0,0,0,0,0
631,US8433031B2,0,0,0,0,0,0,0,0,0,1,0
632,US9092314B2,0,0,0,0,0,0,0,0,0,0,0
633,US8654177B2,0,0,0,0,0,0,0,0,0,0,0
634,US9110453B2,1,1,1,1,1,1,1,1,1,1,1
635,US8199234B2,0,0,0,0,0,0,0,0,0,0,0
636,US9800293B2,0,0,0,0,0,0,0,0,0,0,0
637,US9003644B2,0,0,0,0,0,0,0,0,0,0,0
638,US4783686A,0,0,0,0,0,0,0,0,0,0,0
639,US7706965B2,1,1,1,1,1,1,1,1,1,1,1
640,US9681820B2,1,1,1,1,1,1,1,1,1,1,1
641,US9083848B2,1,1,1,1,1,1,1,1,1,1,1
642,US9429948B2,0,0,0,0,0,0,0,0,0,0,0
643,US9235334B2,0,0,0,0,1,1,0,0,0,0,0
644,US9020302B2,1,0,0,0,0,0,0,0,0,0,0
645,US10068532B2,0,0,0,0,0,0,0,0,0,0,0
646,US9569661B2,1,1,1,1,1,1,1,1,1,1,1
647,US8995585B2,0,0,0,0,0,0,0,0,0,0,0
648,US9425820B2,0,0,0,0,0,0,0,0,0,0,0
649,US9177462B1,1,1,1,1,1,1,1,1,1,1,1
650,US7689348B2,1,1,1,1,1,1,1,1,1,1,1
651,US8554458B2,1,1,1,1,1,1,1,1,1,1,1
652,US10014205B2,0,0,0,0,0,0,0,0,0,0,0
653,US5483445A,1,0,0,0,0,0,0,1,1,0,0
654,US8953419B2,0,0,0,0,0,0,0,0,0,0,0
655,US7577896B2,0,0,0,0,0,0,0,0,0,0,0
656,US10044783B2,0,0,0,0,0,0,0,0,0,0,0
657,US9342916B2,1,1,1,1,1,1,1,1,1,1,1
658,US9975240B2,0,0,0,0,0,0,0,0,0,0,0
659,US9069064B2,1,0,1,0,0,1,1,1,1,1,1
660,US6166719A,0,1,0,0,0,0,0,0,0,0,0
661,US10063826B2,1,1,1,1,1,1,1,1,1,1,1
662,US6785632B1,1,1,1,1,1,1,1,1,1,1,1
663,US9387593B2,0,0,0,0,0,0,0,0,0,0,0
664,US9737371B2,0,0,0,0,0,0,0,0,0,0,0
665,US9930267B2,0,0,0,0,0,0,0,0,0,0,0
666,US9805312B1,1,1,1,1,1,1,1,1,1,1,1
667,US5319403A,0,0,0,0,0,0,0,0,0,0,0
668,US4870545A,0,0,0,0,0,0,0,0,0,0,0
669,US8955971B2,0,0,0,0,0,0,0,0,0,0,0
670,US9291736B2,1,0,0,0,0,0,0,0,0,0,1
671,US5414261A,0,0,0,0,0,0,0,0,0,0,0
672,US7571053B2,1,1,1,1,1,1,1,1,1,1,1
673,US4755942A,0,0,0,0,0,1,0,0,0,0,0
674,US10024920B2,0,0,0,0,0,0,0,0,0,0,0
675,US9704068B2,1,1,1,1,1,1,1,1,1,1,1
676,US9272415B2,0,0,0,0,0,0,0,0,0,0,0
677,US10019147B2,0,0,0,0,0,0,0,1,0,0,0
678,US9877667B2,1,1,1,1,1,1,0,1,1,1,1
679,US9926138B1,0,1,0,0,1,0,1,1,1,0,0
680,US9270904B2,0,0,0,0,0,0,0,0,0,0,0
681,US5381194A,0,0,0,0,0,0,0,0,0,0,0
682,US6577889B2,0,1,0,0,0,0,0,1,0,1,1
683,US9254090B2,0,0,1,0,0,0,0,0,0,0,1
684,US9676098B2,1,1,1,1,1,1,1,1,1,1,1
685,US10025560B2,0,0,0,0,0,0,0,0,0,0,0
686,US9687984B2,1,1,1,1,1,1,1,1,1,1,1
687,US9952566B2,1,1,1,1,1,1,1,1,1,1,1
688,US9155592B2,1,1,1,0,1,1,0,1,1,1,1
689,US8526716B2,1,1,1,1,1,1,1,1,1,1,1
690,US6075466A,1,1,1,1,1,1,1,1,1,1,1
691,US9153079B1,1,1,1,1,1,1,1,1,1,1,1
692,US9120028B2,0,0,0,0,0,0,0,0,0,0,0
693,US9717644B2,0,0,0,0,0,0,0,0,0,0,0
694,US8978007B2,0,0,0,0,0,0,0,0,0,0,0
695,US9220406B2,0,0,0,0,0,1,0,1,0,0,0
696,US8996321B2,0,0,0,0,0,1,0,0,1,0,0
697,US9733941B2,0,0,0,0,0,0,0,0,0,0,0
698,US10127381B2,0,0,0,0,1,0,0,0,0,0,0
699,US6594552B1,0,0,0,0,0,0,0,0,0,0,0
700,US7447577B2,0,0,0,0,0,0,0,0,0,0,0
701,US9864377B2,0,1,1,1,1,1,1,1,1,1,0
702,US9632870B2,0,0,0,0,0,0,0,0,0,0,0
703,US8788972B2,0,0,0,0,0,0,0,0,0,0,0
704,US9572011B2,0,1,1,1,1,1,0,0,0,1,0
705,US9451888B1,0,0,0,0,0,0,0,0,0,0,0
706,US10102745B2,1,1,1,1,1,1,1,1,1,1,1
707,US9066006B2,0,0,0,0,0,0,0,0,0,0,0
708,US9992059B2,1,1,1,1,1,1,0,1,1,1,1
709,US5485238A,0,0,0,0,0,0,0,0,0,0,0
710,US9730647B2,1,0,1,1,0,1,0,0,0,1,0
711,US10027894B2,0,0,0,0,0,0,0,0,0,0,0
712,US9898689B2,1,1,1,1,1,1,1,1,1,1,1
713,US9658823B2,0,0,0,0,0,0,0,0,0,0,0
714,US9778458B2,0,0,0,0,0,0,0,0,0,0,0
715,US9992138B1,0,0,0,0,0,0,0,0,0,0,0
716,US8296297B2,1,1,1,1,1,1,1,1,1,1,1
717,US9967089B2,0,0,0,0,1,1,0,1,0,0,0
718,US9369728B2,1,1,1,1,1,1,1,1,1,1,1
719,US8306742B2,1,1,1,1,1,1,1,1,1,1,1
720,US10038750B2,0,0,0,0,0,0,0,0,0,0,0
721,US9688145B2,1,0,0,1,0,1,1,0,0,0,0
722,US9165215B2,1,1,1,1,1,1,1,1,1,1,1
723,US9286694B2,1,1,1,1,1,1,1,1,1,1,1
724,US9925666B2,0,0,0,0,0,0,0,0,0,0,0
725,US9087304B2,1,1,1,1,1,1,1,1,1,1,1
726,US8750216B2,0,0,0,0,0,0,0,0,0,0,0
727,US4985726A,0,0,0,0,0,0,0,0,0,0,0
728,US8725970B2,0,0,0,0,0,0,0,1,0,0,0
729,US9193402B2,0,0,0,0,0,0,0,0,0,0,0
730,US10032134B2,1,1,1,1,0,0,1,1,1,0,1
731,US9142049B2,0,0,0,0,0,0,0,0,0,0,0
732,US8406512B2,1,1,1,1,1,1,1,1,1,1,1
733,US6947833B2,1,1,1,1,1,1,1,1,1,1,1
734,US9832390B2,1,1,1,1,1,1,1,1,1,1,1
735,US9940520B2,1,1,1,1,1,1,1,1,1,1,1
736,US9604357B2,0,0,0,0,0,0,0,0,0,0,0
737,US5619742A,0,0,0,0,0,1,0,1,0,1,0
738,US7463826B2,0,1,1,1,0,1,1,1,0,1,1
739,US9404380B2,0,0,0,0,0,0,0,0,0,0,0
740,US9472001B2,1,1,1,1,1,1,1,1,1,1,1
741,US10067990B1,1,1,1,1,1,1,1,1,1,1,1
742,US8363121B2,0,0,0,0,0,0,0,0,0,0,0
743,US9031317B2,1,1,1,1,1,1,1,1,1,1,1
744,US9612255B2,0,0,0,0,0,0,0,0,0,0,0
745,US5297568A,0,0,0,0,0,0,0,0,0,0,0
746,US8760565B2,0,0,0,0,0,0,0,0,0,0,0
747,US9886239B2,0,0,0,0,0,0,0,0,0,0,0
748,US7145457B2,0,1,1,1,0,1,0,1,0,1,1
749,US9589151B2,1,0,0,1,0,0,0,0,0,0,0
750,US8987157B2,0,0,0,0,0,0,0,0,0,0,0
751,US9116703B2,1,1,1,1,1,0,1,1,0,1,1
752,US7454006B2,0,0,0,0,0,0,0,0,0,0,0
753,US9239951B2,1,1,1,1,1,1,1,1,1,1,1
754,US9256943B2,1,1,1,1,1,1,1,1,1,1,1
755,US8937648B2,0,0,0,0,0,0,0,0,0,0,0
756,US9916475B2,0,0,0,0,0,0,0,0,0,0,0
757,US9268910B2,1,1,1,1,1,1,1,1,1,1,1
758,US8990131B2,1,1,1,1,1,1,1,1,1,1,1
759,US9943963B2,0,0,0,0,0,0,0,0,0,0,0
760,US9094219B2,0,0,0,0,0,0,0,0,0,0,0
761,US9072458B2,0,1,0,0,0,0,0,1,0,0,1
762,US8923605B2,1,1,1,1,1,1,1,1,1,1,1
763,US9851985B2,0,0,0,0,0,0,0,0,0,0,0
764,US6434487B1,0,0,0,0,0,0,0,0,0,0,0
765,US9741169B1,1,1,1,1,1,1,1,1,1,1,1
766,US9910762B2,0,0,0,0,0,0,0,0,0,0,0
767,US8971612B2,1,1,1,1,1,1,1,1,1,1,1
768,US9087274B2,1,1,1,1,1,1,1,1,1,1,1
769,US9824261B2,1,1,1,1,1,1,1,1,1,1,1
770,US8957997B2,1,1,1,1,1,1,1,1,1,1,1
771,US9235819B2,1,1,1,1,1,1,1,1,1,1,1
772,US9663012B2,0,0,0,0,0,0,0,0,0,0,0
773,US8509507B2,1,1,1,0,0,1,0,1,0,1,1
774,US9356716B2,0,0,0,0,0,0,0,0,0,0,0
775,US7668668B2,0,1,1,1,1,1,0,0,1,0,1
776,US8983961B2,0,0,0,0,0,0,0,0,0,0,0
777,US9965893B2,0,0,0,0,0,0,0,0,0,0,0
778,US7289112B2,0,0,0,0,0,0,0,0,0,0,0
779,US9972158B2,1,1,1,1,1,1,1,1,1,1,1
780,US10140722B2,0,0,0,0,0,0,0,0,0,0,0
781,US8659596B2,1,1,1,1,1,1,0,1,1,1,1
782,US6807294B2,0,0,0,0,0,0,0,0,0,0,0
783,US9686207B2,0,0,0,0,0,0,0,0,0,0,1
784,US9384532B2,1,0,0,0,0,0,0,0,0,0,0
785,US9003021B2,1,0,0,0,0,0,0,0,0,1,0
786,US9948830B2,1,1,1,1,1,1,1,1,1,1,1
787,US8548226B2,1,1,1,1,1,1,1,1,1,1,1
788,US9337899B2,0,1,1,0,0,1,1,1,1,1,1
789,US6155683A,0,0,0,0,0,0,0,0,0,0,0
790,US9191573B2,1,1,1,1,1,1,1,1,1,1,1
791,US9699386B2,1,1,1,1,1,1,1,1,1,1,1
792,US9900239B2,0,0,0,0,0,0,0,0,0,0,0
793,US8305434B2,0,0,0,0,0,0,0,0,0,0,0
794,US9426174B2,0,0,1,0,0,0,0,0,0,0,0
795,US9527211B2,1,0,0,1,0,0,0,1,0,0,1
796,US9535776B2,1,0,1,1,0,0,0,0,1,1,0
797,US9558579B2,0,0,0,1,0,0,0,1,0,0,0
798,US6642532B2,1,1,0,0,0,0,0,0,0,0,0
799,US8089523B2,0,1,1,1,1,1,1,1,1,1,1
