,id,Actual,No Embeddings,GLOVE (6B - 50),GLOVE (840B - 300),Doc2Vec USPTO Patent Embeddings,FastText
516,US8986570B2,0,[0],[0],[0],[0],[0]
517,US6049411A,0,[0],[0],[0],[0],[0]
518,US9025853B2,0,[0],[1],[0],[0],[1]
519,US7343213B1,1,[1],[1],[0],[1],[0]
520,US9511258B2,0,[0],[0],[0],[0],[0]
521,US9385648B2,0,[0],[0],[0],[0],[0]
522,US8949862B2,0,[0],[0],[0],[0],[0]
523,US5095501A,0,[0],[0],[0],[0],[0]
524,US8831781B2,0,[0],[0],[0],[0],[0]
525,US5042060A,0,[0],[0],[0],[0],[0]
526,US9842301B2,1,[1],[1],[1],[1],[1]
527,US9100966B2,0,[0],[0],[0],[0],[0]
528,US6167124A,0,[0],[0],[0],[0],[0]
529,US9792265B2,0,[0],[0],[0],[0],[0]
530,US9334143B2,0,[0],[0],[0],[0],[0]
531,US7894979B2,1,[1],[1],[0],[1],[0]
532,US8533715B2,0,[0],[0],[0],[0],[0]
533,US9342763B2,1,[1],[0],[0],[1],[0]
534,US9620308B1,0,[0],[0],[0],[0],[0]
535,US7561190B2,0,[0],[0],[0],[0],[0]
536,US7970529B2,1,[1],[1],[1],[1],[1]
537,US9158381B2,1,[1],[1],[1],[1],[1]
538,US9232773B2,0,[0],[0],[0],[0],[0]
539,US9874581B2,0,[0],[0],[0],[0],[0]
540,US10098352B2,0,[0],[0],[0],[0],[0]
541,US9904435B2,0,[0],[0],[1],[1],[1]
542,US9840900B2,0,[0],[0],[0],[0],[0]
543,US9291084B2,0,[0],[0],[0],[0],[0]
544,US9024261B2,0,[0],[0],[0],[0],[0]
545,US9860264B2,0,[1],[1],[1],[0],[0]
546,US9270841B2,1,[0],[1],[0],[1],[0]
547,US9516235B2,0,[0],[0],[0],[0],[0]
548,US4785179A,0,[0],[0],[0],[0],[0]
549,US9122681B2,1,[1],[1],[1],[1],[1]
550,US9813694B2,0,[1],[1],[1],[1],[1]
551,US9070042B2,1,[1],[1],[1],[1],[1]
552,US6578760B1,0,[0],[0],[0],[0],[1]
553,US9014968B2,1,[1],[1],[1],[1],[1]
554,US6812832B2,0,[0],[0],[0],[0],[0]
555,US9885638B2,0,[0],[0],[0],[0],[0]
556,US8633017B2,0,[0],[0],[0],[1],[0]
557,US10068170B2,1,[1],[1],[1],[1],[1]
558,US8997289B2,0,[0],[0],[0],[0],[0]
559,US8874804B2,0,[1],[0],[1],[0],[0]
560,US9898460B2,1,[1],[1],[1],[1],[1]
561,US10064001B1,1,[0],[1],[1],[1],[1]
562,US8607278B2,0,[1],[1],[0],[0],[0]
563,US9304003B1,0,[0],[0],[0],[1],[0]
564,US9225679B2,0,[1],[0],[1],[0],[1]
565,US9380188B1,0,[0],[0],[0],[0],[0]
566,US7279828B2,0,[0],[0],[0],[0],[0]
567,US6915072B2,0,[0],[0],[0],[0],[0]
568,US7698356B2,0,[0],[0],[0],[0],[0]
569,US7463953B1,0,[0],[0],[0],[0],[0]
570,US8434965B2,0,[0],[1],[1],[0],[1]
571,US9515634B1,0,[1],[0],[0],[0],[0]
572,US9200948B2,0,[0],[0],[0],[0],[0]
573,US4501344A,0,[1],[1],[0],[1],[1]
574,US9874453B2,0,[0],[1],[0],[1],[0]
575,US10070039B2,1,[1],[1],[1],[1],[1]
576,US9038915B2,0,[0],[0],[0],[0],[0]
577,US9575778B2,0,[0],[0],[0],[1],[1]
578,US9059726B2,0,[0],[0],[0],[0],[0]
579,US9811080B2,1,[0],[0],[0],[0],[0]
580,US8655201B2,0,[0],[0],[0],[0],[0]
581,US9607095B2,0,[0],[0],[0],[0],[0]
582,US5834900A,0,[0],[0],[0],[0],[0]
583,US8729449B2,0,[0],[0],[0],[0],[0]
584,US8525890B2,0,[0],[0],[0],[0],[0]
585,US9851549B2,0,[1],[0],[0],[1],[0]
586,US9846898B2,1,[0],[1],[1],[1],[0]
587,US9736445B2,1,[1],[1],[1],[1],[1]
588,US6710321B2,1,[1],[1],[1],[1],[0]
589,US9600725B2,1,[1],[1],[1],[1],[1]
590,US9166925B2,0,[0],[0],[0],[0],[0]
591,US9489765B2,1,[1],[1],[1],[1],[1]
592,US9506809B2,0,[0],[0],[0],[0],[0]
593,US9665782B2,1,[1],[0],[1],[1],[1]
594,US9122595B2,0,[0],[0],[0],[0],[0]
595,US9494438B1,1,[1],[1],[1],[1],[1]
596,US9819870B2,0,[0],[0],[0],[0],[0]
597,US9785715B1,1,[1],[1],[0],[1],[1]
598,US9430498B2,0,[0],[0],[0],[1],[0]
599,US9000390B2,0,[0],[0],[0],[0],[0]
600,US8583097B2,0,[0],[0],[0],[0],[0]
601,US9233672B2,0,[0],[0],[0],[0],[0]
602,US8412037B2,0,[0],[0],[0],[0],[0]
603,US9934587B2,1,[1],[1],[1],[1],[1]
604,US7050915B2,0,[0],[0],[0],[0],[0]
605,US8209114B2,1,[1],[1],[1],[1],[1]
606,US9367402B1,0,[0],[0],[0],[0],[0]
607,US6098021A,0,[0],[0],[0],[0],[0]
608,US9319189B2,0,[0],[0],[0],[0],[0]
609,US9319897B2,1,[1],[1],[1],[1],[1]
610,US7924091B2,0,[0],[0],[0],[0],[0]
611,US8994873B2,1,[1],[1],[1],[1],[1]
612,US9092314B2,0,[0],[0],[0],[0],[0]
613,US10003923B2,1,[1],[1],[1],[1],[1]
614,US9864825B2,0,[0],[0],[0],[0],[0]
615,US9110453B2,1,[1],[0],[0],[0],[1]
616,US8880345B2,1,[1],[1],[1],[1],[0]
617,US7495996B2,0,[1],[0],[1],[0],[1]
618,US8009564B2,0,[0],[0],[0],[0],[0]
619,US10032351B2,1,[1],[1],[1],[1],[1]
620,US4783686A,0,[0],[0],[0],[0],[0]
621,US9219667B2,0,[0],[0],[1],[1],[0]
622,US9681820B2,1,[0],[0],[0],[1],[0]
623,US9429948B2,0,[0],[0],[0],[0],[0]
624,US7299032B2,0,[0],[0],[0],[0],[1]
625,US9235334B2,0,[0],[0],[0],[0],[0]
626,US9020302B2,1,[1],[1],[1],[0],[1]
627,US9661223B2,0,[0],[0],[0],[0],[0]
628,US8515854B2,0,[0],[0],[0],[0],[0]
629,US9569661B2,1,[0],[1],[1],[1],[1]
630,US9038194B2,0,[0],[0],[0],[0],[0]
631,US8222832B2,0,[0],[0],[0],[0],[0]
632,US9472176B2,0,[1],[0],[1],[1],[0]
633,US9129188B2,1,[1],[1],[1],[1],[0]
634,US6328135A,0,[1],[1],[0],[0],[0]
635,US9301004B2,1,[0],[1],[0],[1],[0]
636,US5483445A,1,[1],[0],[0],[0],[0]
637,US9751211B1,1,[1],[1],[1],[0],[1]
638,US9001124B2,0,[1],[1],[0],[0],[0]
639,US9743490B1,0,[0],[0],[0],[0],[0]
640,US7974362B2,0,[0],[0],[0],[0],[0]
641,US10063826B2,1,[1],[1],[1],[1],[1]
642,US7171189B2,0,[1],[0],[0],[0],[0]
643,US6785632B1,1,[0],[1],[1],[1],[0]
644,US9930267B2,0,[0],[0],[0],[0],[0]
645,US10136949B2,1,[1],[1],[1],[1],[1]
646,US9908237B2,0,[0],[0],[0],[0],[0]
647,US9933535B2,1,[1],[1],[1],[1],[0]
648,US9977982B2,1,[1],[1],[1],[1],[1]
649,US9104712B2,0,[0],[0],[0],[0],[1]
650,US9439605B2,0,[0],[0],[0],[0],[0]
651,US4755942A,0,[0],[0],[0],[1],[0]
652,US9272415B2,0,[0],[0],[0],[0],[0]
653,US6206233A,0,[0],[0],[0],[0],[0]
654,US8781520B2,0,[0],[0],[0],[0],[0]
655,US8928595B2,0,[0],[0],[0],[0],[0]
656,US10084588B2,0,[0],[0],[0],[0],[0]
657,US9520089B2,0,[0],[0],[0],[0],[0]
658,US9967317B2,0,[0],[1],[1],[1],[1]
659,US9311123B2,0,[0],[1],[0],[0],[0]
660,US9709291B2,0,[0],[0],[0],[0],[0]
661,US8902238B2,0,[0],[0],[0],[0],[0]
662,US9270904B2,0,[0],[0],[0],[0],[0]
663,US5381194A,0,[0],[0],[0],[0],[0]
664,US10120682B2,0,[0],[0],[0],[0],[0]
665,US8817902B2,0,[0],[0],[0],[0],[0]
666,US9760392B1,0,[0],[0],[0],[0],[0]
667,US9952566B2,1,[1],[1],[1],[1],[1]
668,US7215467B2,0,[0],[0],[0],[0],[0]
669,US9155592B2,1,[0],[1],[1],[1],[0]
670,US9774678B2,0,[0],[0],[0],[0],[0]
671,US9172608B2,0,[1],[0],[1],[0],[1]
672,US6075466A,1,[0],[1],[1],[1],[1]
673,US8359450B2,1,[1],[1],[0],[1],[1]
674,US10109264B2,1,[1],[1],[1],[1],[1]
675,US5266948A,0,[1],[1],[1],[1],[1]
676,US9183105B2,1,[0],[0],[0],[0],[0]
677,US9233688B2,1,[1],[1],[1],[1],[1]
678,US9717644B2,0,[0],[0],[0],[0],[0]
679,US8978007B2,0,[0],[0],[0],[0],[0]
680,US9132552B2,0,[0],[0],[0],[0],[0]
681,US9687275B1,0,[0],[0],[0],[0],[0]
682,US7010414B2,0,[0],[0],[0],[0],[0]
683,US8611596B2,0,[0],[0],[0],[0],[1]
684,US9798461B2,0,[0],[0],[0],[0],[0]
685,US9342657B2,1,[1],[1],[1],[1],[1]
686,US5659139A,0,[0],[0],[0],[0],[0]
687,US9600865B2,0,[1],[0],[0],[0],[0]
688,US9282317B2,1,[1],[1],[1],[1],[1]
689,US9836595B1,1,[1],[1],[1],[1],[1]
690,US9451888B1,0,[0],[0],[0],[0],[0]
691,US10001841B2,1,[1],[1],[1],[1],[1]
692,US10102745B2,1,[1],[1],[1],[1],[1]
693,US9066006B2,0,[0],[0],[0],[0],[0]
694,US9723563B1,1,[1],[1],[1],[1],[1]
695,US9675229B2,0,[1],[0],[0],[0],[0]
696,US9898689B2,1,[1],[1],[1],[1],[1]
697,US9668824B2,0,[0],[0],[0],[0],[0]
698,US9554348B2,0,[0],[0],[0],[0],[0]
699,US9430842B1,1,[1],[1],[1],[0],[1]
700,US9118182B2,1,[0],[0],[0],[1],[0]
701,US9672473B2,1,[1],[1],[1],[1],[1]
702,US7219996B2,0,[0],[0],[0],[0],[0]
703,US9424574B2,0,[0],[0],[0],[0],[0]
704,US8306742B2,1,[1],[1],[0],[1],[0]
705,US7245749B2,0,[0],[0],[0],[0],[0]
706,US8750216B2,0,[1],[0],[0],[0],[0]
707,US9875428B2,1,[1],[1],[1],[1],[1]
708,US6961086B1,0,[0],[0],[0],[1],[1]
709,US8139140B2,0,[0],[0],[0],[0],[0]
710,US9457839B2,0,[0],[0],[0],[0],[0]
711,US9541499B2,1,[0],[0],[0],[0],[0]
712,US9889562B1,0,[0],[0],[0],[0],[0]
713,US9922272B2,1,[1],[1],[1],[1],[1]
714,US9398219B2,1,[1],[1],[1],[1],[1]
715,US8308237B2,0,[0],[0],[0],[0],[0]
716,US9875423B2,0,[1],[0],[1],[1],[1]
717,US9811736B2,1,[1],[1],[1],[1],[0]
718,US9832390B2,1,[1],[0],[1],[1],[1]
719,US9604357B2,0,[0],[0],[0],[0],[0]
720,US7904106B2,0,[0],[0],[0],[0],[0]
721,US9078020B2,0,[1],[1],[1],[0],[1]
722,US9146895B2,1,[1],[1],[1],[1],[1]
723,US9612255B2,0,[0],[0],[0],[0],[0]
724,US9053550B2,1,[1],[1],[1],[1],[1]
725,US9747514B2,1,[0],[1],[0],[1],[0]
726,US9886239B2,0,[0],[0],[0],[0],[1]
727,US9327396B2,0,[0],[0],[0],[0],[0]
728,US9282210B2,1,[1],[1],[1],[1],[1]
729,US8987157B2,0,[0],[0],[0],[0],[0]
730,US9843462B2,0,[1],[0],[1],[0],[0]
731,US9116703B2,1,[1],[1],[1],[0],[1]
732,US9424461B1,1,[1],[1],[1],[1],[1]
733,US9439011B2,0,[1],[0],[0],[0],[0]
734,US8983189B2,1,[1],[1],[1],[1],[1]
735,US9916475B2,0,[0],[0],[0],[0],[0]
736,US8078152B2,1,[1],[1],[1],[1],[1]
737,US9801589B2,1,[1],[1],[1],[1],[1]
738,US9145657B2,0,[0],[0],[0],[0],[0]
739,US8253737B1,0,[0],[0],[1],[1],[1]
740,US9779698B2,1,[1],[0],[1],[1],[1]
741,US9374147B2,0,[0],[0],[0],[0],[0]
742,US9767562B2,1,[1],[1],[1],[1],[1]
743,US9370862B2,1,[1],[0],[0],[1],[0]
744,US9476803B2,1,[0],[0],[0],[1],[0]
745,US9740987B2,1,[1],[1],[1],[1],[1]
746,US9002944B2,0,[0],[0],[0],[0],[0]
747,US9178965B2,0,[0],[0],[0],[0],[0]
748,US9591213B2,0,[0],[0],[0],[0],[0]
749,US9639776B2,1,[1],[1],[1],[1],[1]
750,US6791565B2,1,[0],[1],[1],[1],[1]
751,US7042513B2,1,[1],[1],[1],[0],[1]
752,US9710879B2,0,[0],[0],[0],[0],[0]
753,US9910762B2,0,[0],[0],[0],[0],[0]
754,US7433350B2,0,[0],[0],[0],[0],[0]
755,US9449374B2,1,[1],[1],[1],[1],[1]
756,US8497932B2,0,[0],[0],[0],[0],[0]
757,US9339934B2,0,[0],[0],[0],[0],[0]
758,US9602085B2,0,[0],[0],[0],[0],[0]
759,US8957997B2,1,[1],[1],[1],[1],[0]
760,US9350912B2,0,[0],[0],[0],[0],[0]
761,US7668668B2,0,[0],[1],[1],[0],[1]
762,US9767094B1,1,[1],[1],[1],[1],[1]
763,US8792710B2,0,[1],[1],[1],[1],[1]
764,US6269175A,1,[1],[1],[1],[1],[1]
765,US9066020B2,1,[1],[1],[1],[1],[1]
766,US9661290B2,1,[1],[1],[1],[1],[1]
767,US9208454B2,1,[0],[0],[0],[1],[0]
768,US6739767B2,1,[1],[1],[1],[1],[1]
769,US9157726B2,1,[0],[0],[0],[0],[0]
770,US9743902B2,1,[0],[1],[1],[1],[1]
771,US9762471B2,1,[1],[0],[1],[1],[1]
772,US10140722B2,0,[0],[0],[0],[0],[0]
773,US8890938B2,1,[0],[0],[0],[0],[0]
774,US9618970B2,0,[0],[0],[0],[0],[0]
775,US9892376B2,1,[1],[1],[1],[1],[1]
776,US9201688B2,0,[0],[0],[0],[0],[0]
777,US9311210B1,1,[0],[0],[0],[0],[0]
778,US9684964B2,1,[1],[1],[1],[1],[1]
779,US9083877B2,1,[0],[1],[1],[1],[1]
780,US9703939B2,1,[0],[1],[1],[0],[1]
781,US9207668B2,1,[0],[0],[0],[1],[0]
782,US8356034B2,1,[1],[1],[1],[1],[1]
783,US6389172B1,1,[1],[1],[1],[0],[1]
784,US9330316B2,1,[1],[1],[1],[1],[1]
785,US9442760B2,1,[1],[1],[1],[0],[1]
786,US10040630B2,0,[0],[0],[0],[0],[0]
787,US9261974B2,1,[1],[1],[1],[1],[1]
788,US8305434B2,0,[0],[0],[0],[0],[0]
789,US9262190B2,1,[1],[0],[1],[0],[0]
790,US10079947B1,1,[0],[0],[0],[0],[0]
791,US9426174B2,0,[0],[0],[0],[0],[0]
792,US8065297B2,1,[0],[0],[0],[1],[0]
793,US9164988B2,1,[0],[0],[0],[0],[0]
794,US7123643B2,1,[0],[0],[0],[0],[0]
795,US9087039B2,1,[1],[1],[1],[1],[1]
796,US9332075B2,0,[1],[1],[1],[1],[1]
797,US6642532B2,1,[0],[0],[0],[0],[0]
798,US9276746B2,0,[0],[0],[0],[1],[0]
799,US8995619B2,1,[0],[0],[0],[0],[0]
800,US8557347B1,0,[0],[0],[0],[0],[0]
801,US9796135B2,0,[0],[0],[0],[0],[0]
802,US7935130B2,0,[0],[0],[1],[0],[0]
803,US10088073B1,0,[0],[0],[0],[0],[0]
804,US6560126B1,0,[0],[0],[0],[0],[0]
805,US9532849B2,0,[0],[0],[0],[0],[0]
806,US9791320B2,0,[0],[0],[0],[0],[0]
807,US9419486B2,0,[0],[0],[0],[0],[0]
808,US9424816B2,0,[0],[0],[0],[0],[0]
809,US10065724B2,0,[0],[0],[0],[0],[0]
810,US9907993B2,0,[0],[0],[0],[0],[0]
811,US9651291B2,0,[0],[0],[0],[0],[0]
812,US9214704B2,0,[0],[0],[0],[0],[0]
813,US9468195B2,0,[0],[0],[0],[0],[0]
814,US7764046B2,0,[0],[0],[0],[0],[0]
815,US9456488B2,0,[0],[0],[0],[0],[0]
816,US9833932B1,0,[0],[0],[0],[0],[0]
817,US9702906B2,0,[0],[0],[0],[0],[0]
818,US8360762B2,0,[0],[0],[0],[0],[0]
819,US7005335B2,0,[0],[0],[0],[0],[0]
820,US9356400B2,0,[0],[0],[0],[0],[0]
821,US9982338B2,0,[0],[0],[0],[0],[0]
822,US9949588B1,0,[0],[0],[0],[0],[0]
823,US9267634B2,0,[0],[0],[0],[0],[0]
824,US6143223A,0,[0],[0],[0],[0],[0]
825,US9518026B2,0,[0],[0],[0],[0],[0]
826,US9265466B2,0,[0],[0],[0],[0],[0]
827,US9556988B2,0,[0],[0],[0],[0],[0]
828,US8510995B2,0,[0],[0],[0],[0],[0]
829,US6174958A,0,[0],[0],[0],[0],[0]
830,US5435688A,0,[0],[0],[0],[0],[0]
831,US9475746B2,0,[0],[0],[0],[0],[0]
832,US5297492A,0,[0],[0],[0],[0],[0]
833,US5843335A,0,[0],[0],[0],[0],[0]
834,US10058938B2,0,[0],[0],[0],[0],[0]
835,US8416393B2,0,[0],[0],[0],[0],[0]
836,US9966614B2,0,[0],[0],[0],[0],[0]
837,US8613958B2,0,[0],[0],[0],[0],[0]
838,US9373548B2,0,[0],[0],[0],[0],[0]
839,US6032049A,0,[0],[0],[0],[0],[0]
840,US9397206B2,0,[0],[0],[0],[0],[0]
841,US9312055B2,0,[0],[0],[0],[0],[0]
842,US9062191B2,0,[0],[0],[0],[0],[0]
843,US9278919B1,0,[0],[0],[0],[0],[0]
844,US9660645B2,0,[0],[0],[0],[0],[0]
845,US9402687B2,0,[0],[0],[0],[0],[0]
846,US9206079B2,0,[0],[0],[0],[0],[0]
847,US6027800A,0,[0],[0],[0],[0],[0]
848,US9481529B2,0,[0],[0],[0],[0],[0]
849,US4684969A,0,[0],[0],[0],[0],[0]
850,US8653570B2,0,[0],[0],[0],[0],[0]
851,US10092965B2,0,[0],[0],[0],[0],[0]
852,US10035440B2,0,[0],[0],[0],[0],[0]
853,US9384713B1,0,[0],[0],[1],[0],[0]
854,US5693521A,0,[0],[0],[0],[0],[0]
855,US6361755B1,0,[0],[0],[0],[0],[0]
856,US8739890B2,0,[0],[0],[0],[0],[0]
857,US9038707B2,0,[0],[0],[0],[0],[0]
858,US9888530B2,0,[0],[0],[0],[0],[0]
859,US9204633B2,0,[0],[0],[0],[0],[0]
860,US5298757A,0,[0],[0],[0],[0],[0]
861,US6943229B2,0,[0],[0],[0],[0],[0]
862,US5604927A,0,[0],[0],[0],[0],[0]
863,US7015252B2,0,[0],[0],[0],[0],[0]
864,US6712429B2,0,[0],[0],[0],[0],[0]
865,US9491924B2,0,[0],[0],[0],[0],[0]
866,US9139943B2,0,[0],[0],[0],[0],[0]
867,US4710062A,0,[0],[0],[0],[0],[0]
868,US9655418B2,0,[0],[0],[0],[0],[0]
869,US9563045B2,0,[0],[0],[0],[0],[0]
870,US5984618A,0,[0],[0],[0],[0],[0]
871,US9622636B1,0,[0],[0],[0],[0],[0]
872,US5861711A,0,[0],[0],[0],[0],[0]
873,US9844174B2,0,[0],[0],[0],[0],[0]
874,US5082971A,0,[0],[0],[0],[0],[0]
875,US9227938B2,0,[0],[0],[0],[0],[0]
876,US9871169B2,0,[0],[0],[0],[0],[0]
877,US7583031B1,0,[0],[0],[0],[0],[0]
878,US10141663B1,0,[0],[0],[0],[0],[0]
879,US9630757B1,0,[0],[0],[0],[0],[0]
880,US6161512A,0,[0],[0],[0],[0],[0]
881,US4917964A,0,[0],[0],[0],[0],[0]
882,US10048469B2,0,[0],[0],[0],[0],[0]
883,US10020015B2,0,[0],[0],[0],[0],[0]
884,US9601707B2,0,[0],[0],[0],[0],[0]
885,US6213525A,0,[0],[0],[0],[0],[0]
886,US9601801B2,0,[0],[0],[0],[0],[0]
887,US9334734B2,0,[0],[0],[0],[0],[0]
888,US9796495B2,0,[0],[0],[0],[0],[0]
889,US9313870B2,0,[0],[0],[0],[0],[0]
890,US8985395B2,0,[0],[0],[0],[0],[0]
891,US9822680B2,0,[0],[0],[0],[0],[0]
892,US9280912B2,0,[0],[0],[0],[0],[0]
893,US6905173B2,0,[0],[0],[0],[0],[0]
894,US9250025B2,0,[0],[0],[0],[0],[0]
895,US9556786B2,0,[0],[0],[0],[0],[0]
896,US9180749B2,0,[0],[0],[0],[0],[0]
897,US6545233B2,0,[0],[0],[0],[0],[0]
898,US7179392B2,0,[0],[0],[0],[0],[0]
899,US9970097B2,0,[0],[0],[0],[0],[0]
900,US10082411B2,0,[0],[0],[0],[0],[0]
901,US9919374B2,0,[0],[0],[0],[0],[0]
902,US9415379B2,0,[0],[0],[0],[0],[0]
903,US9968116B2,0,[0],[0],[0],[0],[0]
904,US4736957A,0,[0],[0],[0],[0],[0]
905,US7422179B2,0,[0],[0],[0],[0],[0]
906,US9087414B2,0,[0],[0],[0],[0],[0]
907,US7715013B2,0,[0],[0],[0],[0],[0]
908,US9381093B1,0,[0],[0],[0],[0],[0]
909,US9954058B1,0,[0],[0],[0],[0],[0]
910,US9458720B2,0,[0],[0],[0],[0],[0]
911,US9834693B2,0,[0],[0],[0],[0],[0]
912,US9821958B2,0,[0],[0],[0],[0],[0]
913,US9145309B2,0,[0],[0],[0],[0],[0]
914,US4792208A,0,[0],[0],[0],[0],[0]
915,US9315143B2,0,[0],[0],[0],[0],[0]
916,US10094416B2,0,[0],[0],[0],[0],[0]
917,US10066717B2,0,[0],[0],[0],[0],[0]
918,US9416245B2,0,[0],[0],[0],[0],[0]
919,US7438861B2,0,[0],[0],[0],[0],[0]
920,US9658002B2,0,[0],[0],[0],[0],[0]
921,US9012608B2,0,[0],[0],[0],[0],[0]
922,US10023926B2,0,[0],[0],[0],[0],[0]
923,US10111377B2,0,[0],[0],[0],[0],[0]
924,US9611692B1,0,[0],[0],[0],[0],[0]
925,US9339709B2,0,[0],[0],[0],[0],[0]
926,US4832710A,0,[0],[0],[0],[0],[0]
927,US7735882B2,0,[0],[0],[0],[0],[0]
928,US4512710A,0,[0],[0],[0],[0],[0]
929,US9581405B2,0,[0],[0],[0],[0],[0]
930,US10115408B2,0,[0],[0],[0],[0],[0]
931,US9994295B2,0,[0],[0],[0],[0],[0]
932,US4715402A,0,[0],[0],[0],[0],[0]
933,US5142919A,0,[0],[0],[0],[0],[0]
934,US6933666B2,0,[0],[0],[0],[0],[0]
935,US9523238B2,0,[0],[0],[0],[0],[0]
936,US9964369B2,0,[0],[0],[0],[0],[0]
937,US7503105B2,0,[0],[0],[0],[0],[0]
938,US9184078B2,0,[0],[0],[0],[0],[0]
939,US9003646B2,0,[0],[0],[0],[0],[0]
940,US9926286B2,0,[0],[0],[0],[0],[0]
941,US9840314B2,0,[0],[0],[0],[0],[0]
942,US8013481B2,0,[0],[0],[0],[0],[0]
943,US8148748B2,0,[0],[0],[0],[0],[0]
944,US9677858B1,0,[0],[0],[0],[0],[0]
945,US8995338B2,0,[0],[0],[0],[0],[0]
946,US9902421B2,0,[0],[0],[0],[0],[0]
947,US9719320B2,0,[0],[0],[0],[0],[0]
948,US9719000B2,0,[0],[0],[0],[0],[0]
949,US8993712B2,0,[0],[0],[0],[0],[0]
950,US9137952B1,0,[0],[0],[0],[0],[0]
951,US9922741B2,0,[0],[0],[0],[0],[0]
952,US8950998B2,0,[0],[0],[0],[0],[0]
953,US10122231B2,0,[0],[0],[0],[0],[0]
954,US7798235B2,0,[0],[0],[0],[0],[0]
955,US9958185B2,0,[0],[0],[0],[0],[0]
956,US4757162A,0,[0],[0],[0],[0],[0]
957,US8961499B2,0,[0],[0],[0],[0],[0]
958,US6579035B1,0,[0],[0],[0],[0],[0]
959,US9945398B2,0,[0],[0],[0],[0],[0]
960,US10082637B2,0,[0],[0],[0],[0],[0]
961,US4908916A,0,[0],[0],[0],[0],[0]
962,US5475379A,0,[0],[0],[0],[0],[0]
963,US9745124B2,0,[0],[0],[0],[0],[0]
964,US10023627B2,0,[0],[0],[0],[0],[0]
965,US7854462B2,0,[0],[0],[0],[0],[0]
966,US9397468B2,0,[0],[0],[0],[0],[0]
967,US9976636B2,0,[0],[0],[0],[0],[0]
968,US9969342B2,0,[0],[0],[0],[0],[0]
969,US9677880B2,0,[0],[0],[0],[0],[0]
970,US9977022B2,0,[0],[0],[0],[0],[0]
971,US10017586B2,0,[0],[0],[0],[0],[0]
972,US9402364B2,0,[0],[0],[0],[0],[0]
973,US9928698B2,0,[0],[0],[0],[0],[0]
974,US9150292B2,0,[0],[0],[0],[0],[0]
975,US9916825B2,1,[1],[1],[1],[1],[1]
976,US9728184B2,1,[1],[1],[1],[1],[1]
977,US9010693B1,0,[0],[0],[0],[0],[0]
978,US6386392B1,0,[0],[0],[0],[0],[0]
979,US7926598B2,0,[0],[0],[0],[0],[0]
980,US9186759B2,0,[0],[0],[0],[0],[0]
981,US9950427B2,0,[0],[0],[0],[0],[0]
982,US5990526A,0,[0],[0],[0],[0],[0]
983,US9302598B2,0,[0],[0],[0],[0],[0]
984,US9082590B2,0,[0],[0],[0],[0],[0]
985,US6595357B2,0,[0],[0],[0],[0],[0]
986,US7592270B2,0,[0],[0],[0],[0],[0]
987,US6766814B2,0,[0],[0],[0],[0],[0]
988,US9251645B2,0,[0],[0],[0],[0],[0]
989,US9885255B2,0,[0],[0],[0],[0],[0]
990,US5335675A,0,[0],[0],[0],[0],[0]
991,US7322982B2,0,[0],[0],[0],[0],[0]
992,US4998639A,0,[0],[0],[0],[0],[0]
993,US7419360B2,0,[0],[0],[0],[0],[0]
994,US7205541B1,0,[0],[0],[0],[0],[0]
995,US5499684A,0,[0],[0],[0],[0],[0]
996,US5041957A,0,[0],[0],[0],[0],[0]
997,US8259626B2,0,[0],[0],[0],[0],[0]
998,US4640213A,0,[0],[0],[0],[0],[0]
999,US7023132B2,0,[0],[0],[0],[0],[0]
1000,US4494892A,0,[0],[0],[0],[0],[0]
1001,US8056954B2,0,[0],[0],[0],[0],[0]
1002,US8830125B1,0,[0],[0],[0],[0],[0]
1003,US10092781B2,0,[0],[0],[0],[0],[0]
1004,US6108580A,0,[0],[0],[0],[0],[0]
1005,US9786755B2,0,[0],[0],[0],[0],[0]
1006,US9913476B2,0,[0],[0],[0],[0],[0]
1007,US9644851B2,0,[0],[0],[0],[0],[0]
1008,US9545098B2,0,[0],[0],[0],[0],[0]
1009,US9509679B2,0,[0],[0],[0],[0],[0]
1010,US8217003B2,0,[0],[0],[0],[0],[0]
1011,US10027230B2,0,[0],[0],[0],[0],[0]
1012,US9689896B2,0,[0],[0],[0],[0],[0]
1013,US8697273B2,0,[0],[0],[0],[0],[0]
1014,US8955951B2,0,[0],[0],[0],[0],[0]
1015,US9289855B2,0,[0],[0],[0],[0],[0]
1016,US7963288B2,0,[0],[0],[0],[0],[0]
1017,US9061541B2,0,[0],[0],[0],[0],[0]
1018,US9375550B2,0,[0],[0],[0],[0],[0]
1019,US9173386B2,0,[0],[0],[0],[0],[0]
1020,US9151768B2,0,[0],[0],[0],[0],[0]
1021,US9642485B2,0,[0],[0],[0],[0],[0]
1022,US9150178B1,0,[0],[0],[0],[0],[0]
1023,US9272008B2,0,[0],[0],[0],[0],[0]
1024,US10053196B2,0,[0],[0],[0],[0],[0]
1025,US9235946B2,0,[0],[0],[0],[0],[0]
1026,US5485165A,0,[0],[0],[0],[0],[0]
1027,US4811846A,0,[0],[0],[0],[0],[0]
1028,US6813555B1,1,[1],[1],[1],[1],[1]
1029,US9249290B2,0,[0],[0],[0],[0],[0]
1030,US8701107B2,0,[0],[0],[0],[0],[0]
1031,US7097651B2,0,[0],[0],[0],[0],[0]
1032,US8456916B2,0,[0],[0],[0],[0],[0]
